,,,Profile: JXJ,,,,,,,,,,,Note:,Case: Chip is larger than Lampda(It means: Peak of TC at Chip),,,,,
29,66.23,53.01,84.17,50.73,53.78,64.73,49.01,,,0.94,-5.55,0.67,0.5,-3.78,0.27,,,,,
29.25,66.34,53.28,83.84,51.01,54.01,65.01,49.17,,,1.12,-8.61,0.66,0.33,-5.73,0.28,,,,,
29.5,66.51,53.62,81.23,51.17,54.17,63.45,48.84,,,1,-8.78,0.84,0.39,-5.11,0.67,,,,,
29.75,66.51,53.95,78.62,51.4,54.28,60.95,49.28,,,0.95,-5.61,0.72,0.56,-3.11,0.62,,,,,
30,66.56,54.4,75.23,51.67,54.34,59.28,49.45,,,0.88,0.55,0.61,0.89,-1.5,0.22,,,,,
30.25,66.9,54.62,72.45,52.01,54.56,58.34,49.51,,,0.94,4.06,0.55,0.95,-0.89,0.61,,,,,
30.5,67.34,54.9,73.01,52.12,54.84,57.84,49.9,,,0.94,3.05,0.55,0.94,-0.39,0.27,,,,,
30.75,67.73,55.28,75.78,52.28,55.23,57.78,49.67,,,0.84,-0.44,0.62,0.78,-0.16,0.67,,,,,
31,68.17,55.56,76.51,52.56,55.51,57.45,50.12,,,0.95,-1.73,0.45,0.72,0.06,0.05,,,,,
31.25,68.34,55.84,76.06,52.67,55.78,57.45,50.17,,,0.94,-2.78,0.67,0.5,0.11,0,,,,,
31.5,68.34,56.12,75.34,52.9,56.01,57.62,50.34,,,0.94,-2.94,0.61,0.33,0.89,-0.17,,,,,
31.75,68.28,56.51,74.78,53.01,56.23,57.51,50.17,,,0.72,-3.05,0.66,0.11,1.83,0.28,,,,,
32,68.17,56.78,73.28,53.34,56.28,57.56,50.17,,,0.67,-1.94,0.56,0.23,2.78,0.39,,,,,
32.25,68.28,57.06,72.4,53.51,56.34,58.51,50.17,,,0.56,-0.67,0.55,0.11,3.72,0.28,,,,,
32.5,68.17,57.23,71.73,53.67,56.34,59.34,50.45,,,0.61,3.55,0.61,0.17,5.22,-0.11,,,,,
32.75,68.17,57.45,71.34,53.9,56.51,60.34,50.56,,,0.5,8.94,0.55,0,7.11,-0.33,,,,,
33,68.34,57.62,71.73,54.06,56.45,62.23,50.45,,,0.44,10.5,0.5,-0.05,4.94,-0.28,,,,,
33.25,68.51,57.84,75.28,54.28,56.51,64.56,50.34,,,0.33,10.39,0.45,0,0.39,-0.11,,,,,
33.5,68.78,57.95,80.28,54.45,56.51,67.45,50.23,,,0.39,9.95,0.39,0,-4.67,0.11,,,,,
33.75,69.06,58.06,82.23,54.56,56.4,67.17,50.17,,,0.5,8.5,0.61,0.27,-5.16,0.34,,,,,
34,69.34,58.17,85.67,54.73,56.51,64.95,50.23,,,0.45,2.28,0.61,0.33,-3.5,0.5,,,,,
34.25,69.34,58.34,90.23,54.84,56.51,62.78,50.34,,,0.44,-5.61,0.61,0.72,-1.66,0.56,,,,,
34.5,69.4,58.56,90.73,55.17,56.67,62.01,50.51,,,0.34,-9,0.56,0.84,-0.84,0.33,,,,,
34.75,69.45,58.62,87.95,55.34,56.84,61.45,50.73,,,0.5,-8.33,0.67,1,0.06,-0.28,,,,,
35,69.51,58.78,84.62,55.45,57.23,61.12,50.9,,,0.56,-6.89,0.78,0.89,1,-0.45,,,,,
35.25,69.51,58.9,81.73,55.73,57.51,61.17,50.84,,,0.72,-5.67,0.67,0.83,1.06,-0.56,,,,,
35.5,69.62,59.12,79.62,56.01,57.84,61.51,50.45,,,0.66,-4.95,0.66,0.67,1.83,-0.33,,,,,
35.75,69.62,59.34,77.73,56.23,58.12,62.12,50.45,,,0.72,-4.5,0.55,0.55,2.22,0,,,,,
36,69.62,59.62,76.06,56.4,58.34,62.23,50.28,,,0.61,-3.78,0.61,0.39,1.39,0.28,,,,,
36.25,69.67,59.78,74.67,56.67,58.51,63.34,50.12,,,0.56,-4,0.39,0.22,-0.33,1.22,,,,,
36.5,69.56,60.06,73.23,56.78,58.67,64.34,50.45,,,0.34,-2.89,0.45,0.23,-2.11,1,,,,,
36.75,69.51,60.23,72.28,57.01,58.73,63.62,50.56,,,0.33,1.12,0.33,0.28,-1,1.11,,,,,
37,69.78,60.34,70.67,57.06,58.73,63.01,51.34,,,0.39,7.34,0.34,0.5,0.5,0.06,,,,,
37.25,70.12,60.4,70.34,57.23,58.9,62.23,51.45,,,0.33,11.56,0.22,0.5,2.39,0.78,,,,,
37.5,70.62,60.56,73.4,57.34,59.01,62.62,51.67,,,0.34,11.05,0.22,0.55,3.33,0.84,,,,,
37.75,71.12,60.73,78.01,57.4,59.23,63.51,51.4,,,0.28,8.27,0.33,0.5,3.89,0.61,,,,,
38,71.51,60.73,81.9,57.45,59.4,64.62,52.23,,,0.39,5.88,0.33,0.55,4.94,0.22,,,,,
38.25,71.73,60.9,84.45,57.56,59.56,65.95,52.51,,,0.5,4.95,0.39,0.56,4.22,-0.84,,,,,
38.5,71.78,61.01,86.28,57.73,59.73,67.4,52.01,,,0.5,1.12,0.5,0.39,0.77,-0.34,,,,,
38.75,71.73,61.12,87.78,57.78,59.95,69.56,52.45,,,0.5,-2.77,0.5,0.22,-3.33,-0.61,,,,,
39,71.78,61.4,89.4,57.95,60.12,70.17,51.67,,,0.33,-7.39,0.61,0.05,-4.83,0.23,,,,,
39.25,71.73,61.51,87.4,58.23,60.12,68.17,51.67,,,0.39,-7.84,0.55,0.22,-3.61,0.28,,,,,
39.5,71.62,61.62,85.01,58.28,60.17,66.23,51.84,,,0.33,-5.34,0.67,0.39,-1.95,0.17,,,,,
39.75,71.51,61.73,82.01,58.56,60.17,65.34,51.9,,,0.33,-0.84,0.56,0.56,-1,0.38,,,,,
40,71.56,61.9,79.56,58.78,60.34,64.56,51.95,,,0.44,2.22,0.5,0.61,0.11,0.11,,,,,
40.25,71.73,61.95,79.67,58.95,60.56,64.28,52.01,,,0.5,1.56,0.5,0.61,1,0,,,,,
40.5,71.84,62.06,81.17,59.12,60.73,64.34,52.28,,,0.45,-0.94,0.44,0.5,1.56,-0.5,,,,,
40.75,72.06,62.34,81.78,59.28,60.95,64.67,52.06,,,0.39,-2.11,0.5,0.39,2.11,0.67,,,,,
41,72.23,62.45,81.23,59.45,61.17,65.28,52.01,,,0.39,-2,0.45,0.17,2.28,0.77,,,,,
41.25,72.17,62.51,80.23,59.56,61.23,65.9,51.78,,,0.44,-1.67,0.56,0.11,1.5,1.23,,,,,
41.5,72.28,62.73,79.67,59.78,61.34,66.78,52.73,,,0.33,-2,0.45,0.06,0,-0.06,,,,,
41.75,72.28,62.84,79.23,59.9,61.34,67.56,52.78,,,0.39,-2.33,0.5,0.17,-1.61,-0.16,,,,,
42,72.56,62.95,78.56,60.12,61.34,67.4,53.01,,,0.61,-1.94,0.5,0.33,-2.06,0,,,,,
42.25,72.84,63.06,77.67,60.23,61.4,66.78,52.67,,,0.84,1.17,0.39,0.5,-2.05,1.06,,,,,
42.5,73.06,63.23,76.9,60.4,61.51,65.95,52.62,,,0.94,5.77,0.55,0.61,-1.67,0.72,,,,,
42.75,73.34,63.56,76.62,60.62,61.67,65.34,53.01,,,0.95,8.94,0.39,0.5,-1.17,0.5,,,,,
43,73.4,63.9,78.84,60.62,61.9,64.73,53.73,,,0.88,9,0.44,0.5,-0.45,0,,,,,
43.25,73.51,64.17,82.67,60.95,62.12,64.28,53.34,,,0.73,8.11,0.33,0.33,0.39,0.17,,,,,
43.5,73.45,64.51,85.56,61.01,62.17,64.17,53.51,,,0.61,6.61,0.39,0.56,0.56,0.05,,,,,
43.75,73.4,64.78,87.84,61.06,62.4,64.28,53.73,,,0.5,2.83,0.61,0.38,0.78,-0.11,,,,,
44,73.4,64.9,90.78,61.28,62.45,64.67,53.51,,,0.61,-3.27,0.5,0.39,0.95,0.27,,,,,
44.25,73.34,65.12,92.17,61.4,62.73,64.73,53.56,,,0.5,-6.55,0.5,0.17,1.61,-0.16,,,,,
44.5,73.06,65.28,90.67,61.67,62.78,65.06,53.62,,,0.45,-7.66,0.39,0.06,2.45,-0.17,,,,,
44.75,73.12,65.51,87.51,61.78,62.84,65.62,53.78,,,0.33,-6.5,0.45,-0.11,3.28,-0.05,,,,,
45,72.95,65.62,85.62,61.9,62.9,66.34,53.4,,,0.39,-3.39,0.55,-0.17,4.78,0.38,,,,,
45.25,72.84,65.73,83.01,62.06,62.84,67.51,53.45,,,0.44,-0.17,0.5,-0.11,5.89,0.22,,,,,
45.5,72.9,65.84,81.01,62.23,62.73,68.9,53.73,,,0.5,2.27,0.5,-0.06,3.77,0,,,,,
45.75,72.84,66.01,82.23,62.45,62.73,71.12,53.78,,,0.55,1,0.45,0,-1.11,0.23,,,,,
46,72.67,66.17,82.84,62.56,62.73,73.4,53.67,,,0.67,-0.28,0.56,0.05,-4.5,0.39,,,,,
46.25,72.62,66.34,83.28,62.73,62.67,72.67,53.73,,,0.61,-1.33,0.5,0.17,-4.61,0.78,,,,,
46.5,72.56,66.56,83.23,62.9,62.73,70.01,54.01,,,0.56,-2.33,0.61,0.5,-2.23,0.5,,,,,
46.75,72.56,66.84,82.56,63.12,62.78,68.9,54.06,,,0.5,-2.28,0.44,0.62,-1.45,0.39,,,,,
47,72.51,66.95,81.95,63.23,62.84,68.06,54.51,,,0.61,-2.11,0.55,0.94,0.11,0,,,,,
47.25,72.45,67.12,80.9,63.51,63.23,67.78,54.51,,,0.61,-1.56,0.39,0.67,0.62,0.05,,,,,
47.5,72.45,67.34,80.28,63.56,63.4,67.45,54.45,,,0.56,-1.83,0.56,0.72,1.17,1.28,,,,,
47.75,72.51,67.56,79.84,63.78,63.78,68.17,54.51,,,0.5,-1.89,0.5,0.56,0.5,0.89,,,,,
48,72.45,67.73,79.34,63.9,63.9,68.4,54.56,,,0.5,-2.22,0.44,0.55,1.11,0.84,,,,,
48.25,72.45,67.9,78.45,64.12,64.12,68.62,55.73,,,0.38,-2.33,0.44,0.39,1.5,0.39,,,,,
48.5,72.4,68.06,77.95,64.28,64.34,68.67,55.4,,,0.39,-2.39,0.34,0.22,0.95,0.83,,,,,
48.75,72.34,68.23,77.12,64.34,64.45,69.51,55.4,,,0.44,-1.28,0.5,0.22,-0.17,1.05,,,,,
49,72.4,68.28,76.12,64.56,64.51,70.12,56.12,,,0.56,1.44,0.34,0.33,-0.34,0.22,,,,,
49.25,72.34,68.45,75.56,64.62,64.56,69.62,56.23,,,0.67,4.72,0.44,0.45,1.28,0.55,,,,,
49.5,72.4,68.67,75.84,64.84,64.67,69.34,56.45,,,0.67,7.06,0.28,0.5,3,-0.05,,,,,
49.75,72.4,68.84,77.56,64.9,64.84,69.78,56.34,,,0.67,7.72,0.27,0.28,4.5,-0.22,,,,,
50,72.4,69.12,80.28,65.06,65.01,70.9,56.78,,,0.55,7.67,0.28,0.33,3.88,-0.5,,,,,
50.25,72.45,69.34,82.9,65.12,65.17,72.34,56.4,,,0.44,7.38,0.33,0.34,1.39,-0.06,,,,,
